user_id,month,plan,is_active,monthly_recurring_revenue
U0008,2024-06-01,Premium,0,0.0
U0009,2023-06-01,Premium,1,12.99
U0009,2023-07-01,Premium,1,12.99
U0009,2023-08-01,Premium,1,12.99
U0009,2023-09-01,Premium,1,12.99
U0009,2023-10-01,Premium,1,12.99
U0009,2023-11-01,Premium,1,12.99
U0009,2023-12-01,Premium,1,12.99
U0009,2024-01-01,Premium,1,12.99
U0009,2024-02-01,Premium,1,12.99
U0009,2024-03-01,Premium,1,12.99
U0009,2024-04-01,Premium,1,12.99
U0009,2024-05-01,Premium,1,12.99
U0009,2024-06-01,Premium,1,12.99
U0010,2023-04-01,Basic,1,5.99
U0010,2023-05-01,Basic,0,0.0
U0010,2023-06-01,Basic,0,0.0
U0010,2023-07-01,Basic,0,0.0
U0010,2023-08-01,Basic,0,0.0
U0010,2023-09-01,Basic,0,0.0
U0010,2023-10-01,Basic,0,0.0
U0010,2023-11-01,Basic,0,0.0
U0010,2023-12-01,Basic,0,0.0
U0010,2024-01-01,Basic,0,0.0
U0010,2024-02-01,Basic,0,0.0
U0010,2024-03-01,Basic,0,0.0
U0010,2024-04-01,Basic,0,0.0
U0010,2024-05-01,Basic,0,0.0
U0010,2024-06-01,Basic,0,0.0
U0011,2023-04-01,Standard,1,8.99
U0011,2023-05-01,Standard,1,8.99
U0011,2023-06-01,Standard,1,8.99
U0011,2023-07-01,Standard,1,8.99
U0011,2023-08-01,Standard,1,8.99
U0011,2023-09-01,Standard,0,0.0
U0011,2023-10-01,Standard,0,0.0
U0011,2023-11-01,Standard,0,0.0
U0011,2023-12-01,Standard,0,0.0
U0011,2024-01-01,Standard,0,0.0
U0011,2024-02-01,Standard,0,0.0
U0011,2024-03-01,Standard,0,0.0
U0011,2024-04-01,Standard,0,0.0
U0011,2024-05-01,Standard,0,0.0
U0011,2024-06-01,Standard,0,0.0
U0012,2023-05-01,Standard,0,0.0
U0012,2023-06-01,Standard,0,0.0
U0012,2023-07-01,Standard,0,0.0
U0012,2023-08-01,Standard,0,0.0
U0012,2023-09-01,Standard,0,0.0
U0012,2023-10-01,Standard,0,0.0
U0012,2023-11-01,Standard,0,0.0
U0012,2023-12-01,Standard,0,0.0
U0012,2024-01-01,Standard,0,0.0
U0012,2024-02-01,Standard,0,0.0
U0012,2024-03-01,Standard,0,0.0
U0012,2024-04-01,Standard,0,0.0
U0012,2024-05-01,Standard,0,0.0
U0012,2024-06-01,Standard,0,0.0
U0013,2023-05-01,Basic,1,5.99
U0013,2023-06-01,Basic,1,5.99
U0013,2023-07-01,Basic,1,5.99
U0013,2023-08-01,Basic,1,5.99
U0013,2023-09-01,Basic,1,5.99
U0013,2023-10-01,Basic,0,0.0
U0013,2023-11-01,Basic,0,0.0
U0013,2023-12-01,Basic,0,0.0
U0013,2024-01-01,Basic,0,0.0
U0013,2024-02-01,Basic,0,0.0
U0013,2024-03-01,Basic,0,0.0
U0013,2024-04-01,Basic,0,0.0
U0013,2024-05-01,Basic,0,0.0
U0013,2024-06-01,Basic,0,0.0
U0014,2023-05-01,Standard,1,8.99
U0014,2023-06-01,Standard,1,8.99
U0014,2023-07-01,Standard,1,8.99
U0014,2023-08-01,Standard,1,8.99
U0014,2023-09-01,Standard,1,8.99
U0014,2023-10-01,Standard,1,8.99
U0014,2023-11-01,Standard,1,8.99
U0014,2023-12-01,Standard,1,8.99
U0014,2024-01-01,Standard,1,8.99
U0014,2024-02-01,Standard,1,8.99
U0014,2024-03-01,Standard,1,8.99
U0014,2024-04-01,Standard,1,8.99
U0014,2024-05-01,Standard,1,8.99
U0014,2024-06-01,Standard,1,8.99
U0015,2023-06-01,Standard,1,8.99
U0015,2023-07-01,Standard,1,8.99
U0015,2023-08-01,Standard,1,8.99
U0015,2023-09-01,Standard,1,8.99
U0015,2023-10-01,Standard,1,8.99
U0015,2023-11-01,Standard,1,8.99
U0015,2023-12-01,Standard,1,8.99
U0015,2024-01-01,Premium,1,12.99
U0015,2024-02-01,Premium,1,12.99
U0015,2024-03-01,Premium,1,12.99
U0015,2024-04-01,Premium,1,12.99
U0015,2024-05-01,Premium,1,12.99
U0015,2024-06-01,Premium,1,12.99
U0016,2023-06-01,Premium,1,12.99
U0016,2023-07-01,Premium,1,12.99
U0016,2023-08-01,Premium,1,12.99
U0016,2023-09-01,Premium,1,12.99
U0016,2023-10-01,Premium,1,12.99
U0016,2023-11-01,Premium,1,12.99
U0016,2023-12-01,Premium,1,12.99
U0016,2024-01-01,Premium,1,12.99
U0016,2024-02-01,Premium,1,12.99
U0016,2024-03-01,Premium,1,12.99
U0016,2024-04-01,Premium,1,12.99
U0016,2024-05-01,Premium,1,12.99
U0016,2024-06-01,Premium,1,12.99
U0017,2023-06-01,Premium,1,12.99
U0017,2023-07-01,Premium,1,12.99
U0017,2023-08-01,Premium,1,12.99
U0017,2023-09-01,Premium,1,12.99
U0017,2023-10-01,Premium,1,12.99
U0017,2023-11-01,Premium,1,12.99
U0017,2023-12-01,Premium,1,12.99
U0017,2024-01-01,Premium,1,12.99
U0017,2024-02-01,Premium,1,12.99
U0017,2024-03-01,Premium,1,12.99
U0017,2024-04-01,Premium,1,12.99
U0017,2024-05-01,Premium,1,12.99
U0017,2024-06-01,Premium,1,12.99
U0018,2023-03-01,Premium,1,12.99
U0018,2023-04-01,Premium,1,12.99
U0018,2023-05-01,Premium,1,12.99
U0018,2023-06-01,Premium,1,12.99
U0018,2023-07-01,Premium,1,12.99
U0018,2023-08-01,Premium,1,12.99
U0018,2023-09-01,Premium,1,12.99
U0018,2023-10-01,Premium,1,12.99
U0018,2023-11-01,Premium,1,12.99
U0018,2023-12-01,Premium,1,12.99
U0018,2024-01-01,Premium,1,12.99
U0018,2024-02-01,Premium,1,12.99
U0018,2024-03-01,Premium,1,12.99
U0018,2024-04-01,Premium,1,12.99
U0018,2024-05-01,Premium,1,12.99
U0018,2024-06-01,Premium,1,12.99
U0019,2023-02-01,Basic,1,5.99
U0019,2023-03-01,Basic,1,5.99
U0019,2023-04-01,Basic,1,5.99
U0019,2023-05-01,Basic,1,5.99
U0019,2023-06-01,Basic,1,5.99
U0019,2023-07-01,Basic,1,5.99
U0019,2023-08-01,Basic,0,0.0
U0019,2023-09-01,Basic,0,0.0
U0019,2023-10-01,Basic,0,0.0
U0019,2023-11-01,Basic,0,0.0
U0019,2023-12-01,Basic,0,0.0
U0019,2024-01-01,Basic,0,0.0
U0019,2024-02-01,Basic,0,0.0
U0019,2024-03-01,Basic,0,0.0
U0019,2024-04-01,Basic,0,0.0
U0019,2024-05-01,Basic,0,0.0
U0019,2024-06-01,Basic,0,0.0
U0020,2023-04-01,Standard,1,8.99
U0020,2023-05-01,Standard,1,8.99
U0020,2023-06-01,Standard,1,8.99
U0020,2023-07-01,Standard,1,8.99
U0020,2023-08-01,Standard,1,8.99
U0020,2023-09-01,Standard,1,8.99
U0020,2023-10-01,Standard,1,8.99
U0020,2023-11-01,Standard,1,8.99
U0020,2023-12-01,Standard,1,8.99
U0020,2024-01-01,Standard,1,8.99
U0020,2024-02-01,Standard,1,8.99
U0020,2024-03-01,Standard,1,8.99
U0020,2024-04-01,Standard,1,8.99
U0020,2024-05-01,Standard,1,8.99
U0020,2024-06-01,Standard,1,8.99
U0021,2023-07-01,Premium,1,12.99
U0021,2023-08-01,Premium,1,12.99
U0021,2023-09-01,Premium,1,12.99
U0021,2023-10-01,Premium,1,12.99
U0021,2023-11-01,Premium,1,12.99
U0021,2023-12-01,Premium,1,12.99
U0021,2024-01-01,Premium,1,12.99
U0021,2024-02-01,Premium,1,12.99
U0021,2024-03-01,Premium,1,12.99
U0021,2024-04-01,Premium,1,12.99
U0021,2024-05-01,Premium,1,12.99
U0021,2024-06-01,Premium,1,12.99
U0022,2023-03-01,Standard,1,8.99
U0022,2023-04-01,Standard,1,8.99
U0022,2023-05-01,Standard,1,8.99
U0022,2023-06-01,Standard,1,8.99
U0022,2023-07-01,Standard,1,8.99
U0022,2023-08-01,Standard,1,8.99
U0022,2023-09-01,Standard,1,8.99
U0022,2023-10-01,Standard,1,8.99
U0022,2023-11-01,Standard,1,8.99
U0022,2023-12-01,Standard,1,8.99
U0022,2024-01-01,Standard,1,8.99
U0022,2024-02-01,Standard,1,8.99
U0022,2024-03-01,Standard,1,8.99
U0022,2024-04-01,Standard,1,8.99
U0022,2024-05-01,Standard,1,8.99
U0022,2024-06-01,Standard,1,8.99
U0023,2023-06-01,Basic,0,0.0
U0023,2023-07-01,Basic,0,0.0
U0023,2023-08-01,Basic,0,0.0
U0023,2023-09-01,Basic,0,0.0
U0023,2023-10-01,Basic,0,0.0
U0023,2023-11-01,Basic,0,0.0
U0023,2023-12-01,Basic,0,0.0
U0023,2024-01-01,Basic,0,0.0
U0023,2024-02-01,Basic,0,0.0
U0023,2024-03-01,Basic,0,0.0
U0023,2024-04-01,Basic,0,0.0
U0023,2024-05-01,Basic,0,0.0
U0023,2024-06-01,Basic,0,0.0
U0024,2023-02-01,Basic,1,5.99
U0024,2023-03-01,Basic,1,5.99
U0024,2023-04-01,Basic,1,5.99
U0024,2023-05-01,Basic,1,5.99
U0024,2023-06-01,Basic,1,5.99
U0024,2023-07-01,Basic,1,5.99
U0024,2023-08-01,Basic,1,5.99
U0024,2023-09-01,Basic,1,5.99
U0024,2023-10-01,Basic,1,5.99
U0024,2023-11-01,Basic,1,5.99
U0024,2023-12-01,Basic,1,5.99
U0024,2024-01-01,Basic,1,5.99
U0024,2024-02-01,Basic,1,5.99
U0024,2024-03-01,Basic,1,5.99
U0024,2024-04-01,Basic,1,5.99
U0024,2024-05-01,Basic,1,5.99
U0024,2024-06-01,Basic,1,5.99
U0025,2023-07-01,Basic,0,0.0
U0025,2023-08-01,Basic,0,0.0
U0025,2023-09-01,Basic,0,0.0
U0025,2023-10-01,Basic,0,0.0
U0025,2023-11-01,Basic,0,0.0
U0025,2023-12-01,Basic,0,0.0
U0025,2024-01-01,Basic,0,0.0
U0025,2024-02-01,Basic,0,0.0
U0025,2024-03-01,Basic,0,0.0
U0025,2024-04-01,Basic,0,0.0
U0025,2024-05-01,Basic,0,0.0
U0025,2024-06-01,Basic,0,0.0
U0026,2023-03-01,Basic,0,0.0
U0026,2023-04-01,Basic,0,0.0
U0026,2023-05-01,Basic,0,0.0
U0026,2023-06-01,Basic,0,0.0
U0026,2023-07-01,Basic,0,0.0
U0026,2023-08-01,Basic,0,0.0
U0026,2023-09-01,Basic,0,0.0
U0026,2023-10-01,Basic,0,0.0
U0026,2023-11-01,Basic,0,0.0
U0026,2023-12-01,Basic,0,0.0
U0026,2024-01-01,Basic,0,0.0
U0026,2024-02-01,Basic,0,0.0
U0026,2024-03-01,Basic,0,0.0
U0026,2024-04-01,Basic,0,0.0
U0026,2024-05-01,Basic,0,0.0
U0026,2024-06-01,Basic,0,0.0
U0027,2023-02-01,Standard,1,8.99
U0027,2023-03-01,Standard,1,8.99
U0027,2023-04-01,Standard,1,8.99
U0027,2023-05-01,Standard,1,8.99
U0027,2023-06-01,Standard,1,8.99
U0027,2023-07-01,Standard,1,8.99
U0027,2023-08-01,Standard,1,8.99
U0027,2023-09-01,Standard,1,8.99
U0027,2023-10-01,Standard,1,8.99
U0027,2023-11-01,Standard,1,8.99
U0027,2023-12-01,Standard,1,8.99
U0027,2024-01-01,Standard,1,8.99
U0027,2024-02-01,Standard,1,8.99
U0027,2024-03-01,Standard,1,8.99
U0027,2024-04-01,Standard,1,8.99
U0027,2024-05-01,Standard,1,8.99
U0027,2024-06-01,Standard,1,8.99
U0028,2023-04-01,Basic,1,5.99
U0028,2023-05-01,Basic,1,5.99
U0028,2023-06-01,Basic,1,5.99
U0028,2023-07-01,Basic,0,0.0
U0028,2023-08-01,Basic,0,0.0
U0028,2023-09-01,Basic,0,0.0
U0028,2023-10-01,Basic,0,0.0
U0028,2023-11-01,Basic,0,0.0
U0028,2023-12-01,Basic,0,0.0
U0028,2024-01-01,Basic,0,0.0
U0028,2024-02-01,Basic,0,0.0
U0028,2024-03-01,Basic,0,0.0
U0028,2024-04-01,Basic,0,0.0
U0028,2024-05-01,Basic,0,0.0
U0028,2024-06-01,Basic,0,0.0
U0029,2023-03-01,Premium,1,12.99
U0029,2023-04-01,Premium,0,0.0
U0029,2023-05-01,Premium,0,0.0
U0029,2023-06-01,Premium,0,0.0
U0029,2023-07-01,Premium,0,0.0
U0029,2023-08-01,Premium,0,0.0
U0029,2023-09-01,Premium,0,0.0
U0029,2023-10-01,Premium,0,0.0
U0029,2023-11-01,Premium,0,0.0
U0029,2023-12-01,Premium,0,0.0
U0029,2024-01-01,Premium,0,0.0
U0029,2024-02-01,Premium,0,0.0
U0029,2024-03-01,Premium,0,0.0
U0029,2024-04-01,Premium,0,0.0
U0029,2024-05-01,Premium,0,0.0
U0029,2024-06-01,Premium,0,0.0
U0030,2023-03-01,Standard,1,8.99
U0030,2023-04-01,Standard,1,8.99
U0030,2023-05-01,Standard,1,8.99
U0030,2023-06-01,Standard,1,8.99
U0030,2023-07-01,Standard,1,8.99
U0030,2023-08-01,Standard,1,8.99
U0030,2023-09-01,Standard,0,0.0
U0030,2023-10-01,Standard,0,0.0
U0030,2023-11-01,Standard,0,0.0
U0030,2023-12-01,Standard,0,0.0
U0030,2024-01-01,Standard,0,0.0
U0030,2024-02-01,Standard,0,0.0
U0030,2024-03-01,Standard,0,0.0
U0030,2024-04-01,Standard,0,0.0
U0030,2024-05-01,Standard,0,0.0
U0030,2024-06-01,Standard,0,0.0
U0031,2023-07-01,Standard,0,0.0
U0031,2023-08-01,Standard,0,0.0
U0031,2023-09-01,Standard,0,0.0
U0031,2023-10-01,Standard,0,0.0
U0031,2023-11-01,Standard,0,0.0
U0031,2023-12-01,Standard,0,0.0
U0031,2024-01-01,Standard,0,0.0
U0031,2024-02-01,Standard,0,0.0
U0031,2024-03-01,Standard,0,0.0
U0031,2024-04-01,Standard,0,0.0
U0031,2024-05-01,Standard,0,0.0
U0031,2024-06-01,Standard,0,0.0
U0032,2023-02-01,Standard,1,8.99
U0032,2023-03-01,Standard,1,8.99
U0032,2023-04-01,Standard,1,8.99
U0032,2023-05-01,Standard,1,8.99
U0032,2023-06-01,Standard,1,8.99
U0032,2023-07-01,Standard,1,8.99
U0032,2023-08-01,Standard,1,8.99
U0032,2023-09-01,Standard,1,8.99
U0032,2023-10-01,Standard,1,8.99
U0032,2023-11-01,Standard,1,8.99
U0032,2023-12-01,Standard,1,8.99
U0032,2024-01-01,Standard,1,8.99
U0032,2024-02-01,Standard,1,8.99
U0032,2024-03-01,Standard,1,8.99
U0032,2024-04-01,Standard,1,8.99
U0032,2024-05-01,Standard,1,8.99
U0032,2024-06-01,Standard,1,8.99
U0033,2023-07-01,Standard,1,8.99
U0033,2023-08-01,Standard,1,8.99
U0033,2023-09-01,Standard,1,8.99
U0033,2023-10-01,Standard,1,8.99
U0033,2023-11-01,Standard,1,8.99
U0033,2023-12-01,Standard,1,8.99
U0033,2024-01-01,Standard,1,8.99
U0033,2024-02-01,Standard,0,0.0
U0033,2024-03-01,Standard,0,0.0
U0033,2024-04-01,Standard,0,0.0
U0033,2024-05-01,Standard,0,0.0
U0033,2024-06-01,Standard,0,0.0
U0034,2023-03-01,Standard,1,8.99
U0034,2023-04-01,Standard,1,8.99
U0034,2023-05-01,Standard,0,0.0
U0034,2023-06-01,Standard,0,0.0
U0034,2023-07-01,Standard,0,0.0
U0034,2023-08-01,Standard,0,0.0
U0034,2023-09-01,Standard,0,0.0
U0034,2023-10-01,Standard,0,0.0
U0034,2023-11-01,Standard,0,0.0
U0034,2023-12-01,Standard,0,0.0
U0034,2024-01-01,Standard,0,0.0
U0034,2024-02-01,Standard,0,0.0
U0034,2024-03-01,Standard,0,0.0
U0034,2024-04-01,Standard,0,0.0
U0034,2024-05-01,Standard,0,0.0
U0034,2024-06-01,Standard,0,0.0
U0035,2023-05-01,Premium,1,12.99
U0035,2023-06-01,Premium,1,12.99
U0035,2023-07-01,Premium,1,12.99
U0035,2023-08-01,Premium,1,12.99
U0035,2023-09-01,Premium,1,12.99
U0035,2023-10-01,Premium,1,12.99
U0035,2023-11-01,Premium,1,12.99
U0035,2023-12-01,Premium,1,12.99
U0035,2024-01-01,Premium,1,12.99
U0035,2024-02-01,Premium,1,12.99
U0035,2024-03-01,Premium,1,12.99
U0035,2024-04-01,Premium,1,12.99
U0035,2024-05-01,Premium,1,12.99
U0035,2024-06-01,Premium,1,12.99
U0036,2023-03-01,Standard,1,8.99
U0036,2023-04-01,Standard,1,8.99
U0036,2023-05-01,Standard,1,8.99
U0036,2023-06-01,Standard,1,8.99
U0036,2023-07-01,Standard,1,8.99
U0036,2023-08-01,Standard,1,8.99
U0036,2023-09-01,Standard,1,8.99
U0036,2023-10-01,Standard,1,8.99
U0036,2023-11-01,Standard,1,8.99
U0036,2023-12-01,Standard,1,8.99
U0036,2024-01-01,Standard,1,8.99
U0036,2024-02-01,Standard,1,8.99
U0036,2024-03-01,Standard,1,8.99
U0036,2024-04-01,Standard,1,8.99
U0036,2024-05-01,Standard,0,0.0
U0036,2024-06-01,Standard,0,0.0
U0037,2023-04-01,Premium,1,12.99
U0037,2023-05-01,Premium,0,0.0
U0037,2023-06-01,Premium,0,0.0
U0037,2023-07-01,Premium,0,0.0
U0037,2023-08-01,Premium,0,0.0
U0037,2023-09-01,Premium,0,0.0
U0037,2023-10-01,Premium,0,0.0
U0037,2023-11-01,Premium,0,0.0
U0037,2023-12-01,Premium,0,0.0
U0037,2024-01-01,Premium,0,0.0
U0037,2024-02-01,Premium,0,0.0
U0037,2024-03-01,Premium,0,0.0
U0037,2024-04-01,Premium,0,0.0
U0037,2024-05-01,Premium,0,0.0
U0037,2024-06-01,Premium,0,0.0
U0038,2023-06-01,Premium,1,12.99
U0038,2023-07-01,Premium,1,12.99
U0038,2023-08-01,Premium,1,12.99
U0038,2023-09-01,Premium,1,12.99
U0038,2023-10-01,Premium,0,0.0
U0038,2023-11-01,Premium,0,0.0
U0038,2023-12-01,Premium,0,0.0
U0038,2024-01-01,Premium,0,0.0
U0038,2024-02-01,Premium,0,0.0
U0038,2024-03-01,Premium,0,0.0
U0038,2024-04-01,Premium,0,0.0
U0038,2024-05-01,Premium,0,0.0
U0038,2024-06-01,Premium,0,0.0
U0039,2023-03-01,Basic,1,5.99
U0039,2023-04-01,Basic,1,5.99
U0039,2023-05-01,Basic,1,5.99
U0039,2023-06-01,Basic,0,0.0
U0039,2023-07-01,Basic,0,0.0
U0039,2023-08-01,Basic,0,0.0
U0039,2023-09-01,Basic,0,0.0
U0039,2023-10-01,Basic,0,0.0
U0039,2023-11-01,Basic,0,0.0
U0039,2023-12-01,Basic,0,0.0
U0039,2024-01-01,Basic,0,0.0
U0039,2024-02-01,Basic,0,0.0
U0039,2024-03-01,Basic,0,0.0
U0039,2024-04-01,Basic,0,0.0
U0039,2024-05-01,Basic,0,0.0
U0039,2024-06-01,Basic,0,0.0
U0040,2023-06-01,Standard,1,8.99
U0040,2023-07-01,Standard,1,8.99
U0040,2023-08-01,Standard,1,8.99
U0040,2023-09-01,Standard,1,8.99
U0040,2023-10-01,Standard,1,8.99
U0040,2023-11-01,Standard,1,8.99
U0040,2023-12-01,Standard,1,8.99
U0040,2024-01-01,Standard,1,8.99
U0040,2024-02-01,Standard,1,8.99
U0040,2024-03-01,Standard,1,8.99
U0040,2024-04-01,Standard,1,8.99
U0040,2024-05-01,Standard,1,8.99
U0040,2024-06-01,Standard,1,8.99
U0041,2023-02-01,Standard,1,8.99
U0041,2023-03-01,Standard,1,8.99
U0041,2023-04-01,Standard,1,8.99
U0041,2023-05-01,Standard,1,8.99
U0041,2023-06-01,Standard,1,8.99
U0041,2023-07-01,Standard,1,8.99
U0041,2023-08-01,Standard,1,8.99
U0041,2023-09-01,Standard,1,8.99
U0041,2023-10-01,Standard,1,8.99
U0041,2023-11-01,Standard,1,8.99
U0041,2023-12-01,Standard,1,8.99
U0041,2024-01-01,Standard,0,0.0
U0041,2024-02-01,Standard,0,0.0
U0041,2024-03-01,Standard,0,0.0
U0041,2024-04-01,Standard,0,0.0
U0041,2024-05-01,Standard,0,0.0
U0041,2024-06-01,Standard,0,0.0
U0042,2023-04-01,Premium,0,0.0
U0042,2023-05-01,Premium,0,0.0
U0042,2023-06-01,Premium,0,0.0
U0042,2023-07-01,Premium,0,0.0
U0042,2023-08-01,Premium,0,0.0
U0042,2023-09-01,Premium,0,0.0
U0042,2023-10-01,Premium,0,0.0
U0042,2023-11-01,Premium,0,0.0
U0042,2023-12-01,Premium,0,0.0
U0042,2024-01-01,Premium,0,0.0
U0042,2024-02-01,Premium,0,0.0
U0042,2024-03-01,Premium,0,0.0
U0042,2024-04-01,Premium,0,0.0
U0042,2024-05-01,Premium,0,0.0
U0042,2024-06-01,Premium,0,0.0
U0043,2023-07-01,Standard,1,8.99
U0043,2023-08-01,Standard,1,8.99
U0043,2023-09-01,Standard,1,8.99
U0043,2023-10-01,Standard,1,8.99
U0043,2023-11-01,Standard,1,8.99
U0043,2023-12-01,Standard,1,8.99
U0043,2024-01-01,Standard,1,8.99
U0043,2024-02-01,Premium,1,12.99
U0043,2024-03-01,Premium,1,12.99
U0043,2024-04-01,Premium,1,12.99
U0043,2024-05-01,Premium,1,12.99
U0043,2024-06-01,Premium,1,12.99
U0044,2023-02-01,Basic,1,5.99
U0044,2023-03-01,Basic,1,5.99
U0044,2023-04-01,Basic,1,5.99
U0044,2023-05-01,Basic,1,5.99
U0044,2023-06-01,Basic,1,5.99
U0044,2023-07-01,Basic,1,5.99
U0044,2023-08-01,Basic,1,5.99
U0044,2023-09-01,Basic,0,0.0
U0044,2023-10-01,Basic,0,0.0
U0044,2023-11-01,Basic,0,0.0
U0044,2023-12-01,Basic,0,0.0
U0044,2024-01-01,Basic,0,0.0
U0044,2024-02-01,Basic,0,0.0
U0044,2024-03-01,Basic,0,0.0
U0044,2024-04-01,Basic,0,0.0
U0044,2024-05-01,Basic,0,0.0
U0044,2024-06-01,Basic,0,0.0
U0045,2023-06-01,Basic,1,5.99
U0045,2023-07-01,Basic,0,0.0
U0045,2023-08-01,Basic,0,0.0
U0045,2023-09-01,Basic,0,0.0
U0045,2023-10-01,Basic,0,0.0
U0045,2023-11-01,Basic,0,0.0
U0045,2023-12-01,Basic,0,0.0
U0045,2024-01-01,Basic,0,0.0
U0045,2024-02-01,Basic,0,0.0
U0045,2024-03-01,Basic,0,0.0
U0045,2024-04-01,Basic,0,0.0
U0045,2024-05-01,Basic,0,0.0
U0045,2024-06-01,Basic,0,0.0
U0046,2023-04-01,Standard,1,8.99
U0046,2023-05-01,Standard,1,8.99
U0046,2023-06-01,Standard,1,8.99
U0046,2023-07-01,Standard,1,8.99
U0046,2023-08-01,Standard,1,8.99
U0046,2023-09-01,Standard,1,8.99
U0046,2023-10-01,Standard,1,8.99
